Word,Score
sazes,4.733113494
plunk,4.019480012
toras,5.873704991
ingot,4.394146459
gowds,4.443915933
mousy,4.63967912
merry,4.203152912
imino,3.731296867
susus,2.90376307
papas,4.003857921
lobed,4.889301115
torts,4.896491697
gighe,3.796166649
laura,4.523110936
ergos,5.282834477
dicta,4.766599512
axled,4.529210664
hopak,4.320787618
talas,5.094858174
rinks,5.066203856
farse,5.425280089
drily,4.717288691
cavas,4.236362608
knead,4.750991508
caese,4.960433721
pique,4.002778352
gerne,4.541246585
zincy,3.71945716
amahs,4.27355241
gaged,4.246097124
scags,4.344015406
raced,5.271055898
vixen,3.877095872
leery,4.524134091
orris,4.822105718
flaws,4.540268637
kyloe,4.674621001
shivs,3.873142436
monic,4.495370286
whups,4.085456435
heald,5.061261457
bibes,4.59636997
winge,4.440263746
hawse,4.960827092
payor,4.891780853
stere,4.983033534
stich,4.603999146
rural,4.389363761
mache,4.732726487
tipis,4.392091116
appay,3.148549742
green,4.434560769
obied,4.744672073
genas,5.546984101
sewel,4.644597313
wicca,3.5780221
parki,4.777972686
piert,5.124393742
wolly,3.623382163
huzza,2.984025711
tofus,4.786980971
telic,4.991528588
hands,5.135145222
shear,5.526729712
coapt,4.823161429
asdic,4.679898294
poppy,2.853096707
cubby,3.083804438
stumm,3.828675528
tangs,5.270690225
psora,5.108851671
pulmo,4.295270779
fouat,4.612607659
roric,4.205118537
fully,3.31468529
kelps,5.026716576
indew,4.36085293
furry,3.475420708
sklim,4.596618881
avian,3.856567778
objet,4.054043135
seamy,5.35830601
ludos,5.075827819
veils,5.133102163
nikah,4.436210894
pavin,4.37349651
lowan,4.653985473
grogs,4.352808899
theic,4.562053973
corps,5.145670636
saunt,5.432854435
wrens,5.115439492
glute,4.743706813
lakhs,4.924509378
plaid,4.864795295
hosey,5.082661676
corns,5.349429843
zambo,3.844793746
succi,4.008873562
meved,3.740698749
pricy,4.38874802
pansy,4.946527388
ameer,4.671908531
bravo,4.323273292
kaika,3.454878397
luger,4.834191674
mixup,3.437673835
hoosh,3.427639591
reedy,4.356444971
slipe,5.426226072
pupae,4.270751414
slues,5.002419729
hauls,5.235657976
meals,5.705860119
idant,4.762518945
quins,4.316302646
putty,3.561645746
tamis,5.490184399
latch,4.587731008
enews,4.155633648
passe,4.83471205
mayas,4.546066084
eupad,4.698912585
cromb,4.193929207
realo,5.53651012
scows,4.001277341
tohos,4.442284739
fains,5.197687155
poult,4.681269604
glans,5.177970832
leats,5.912290462
prams,5.19637998
unmew,4.111054031
erupt,4.716058883
gatch,4.270203772
pagle,5.022669575
xenia,4.629537514
leman,5.12000212
class,4.732072306
tryma,4.656880019
harts,5.515518318
glime,4.705135604
galah,4.034659248
wacko,4.089345795
woofs,3.799958735
fecal,4.678266634
holly,3.810845693
pseud,4.619965753
uplay,4.43858857
loopy,3.901500482
chics,3.970656476
ridge,4.887424629
gilds,4.906853157
sooty,4.54449921
boofy,3.321344292
knuts,4.664330681
nikab,4.327536496
vills,4.055724204
facts,4.905881649
lytic,4.290594828
myope,4.557214669
quate,4.476368743
riyal,4.983768839
zibet,4.277323367
holey,4.936168909
perms,5.304227482
undug,3.096741961
foyne,4.56365156
croak,4.747884838
comal,4.764079397
gusle,4.978426064
genet,4.433940226
indow,4.025992775
voxel,3.991678478
terai,5.608953264
bused,4.837069528
areae,4.382770188
sheer,4.832718271
nidor,4.857550178
hable,4.934280318
renga,5.116670389
scrat,5.369519102
abies,5.544206783
taroc,5.158562859
flesh,4.480320958
bluds,4.627000388
wussy,3.502064942
yawls,4.86650534
crimp,4.259298835
octad,4.637751322
talus,5.513950394
probs,4.925727935
cusps,4.077124154
ablet,5.07657823
rutin,4.811683408
ginch,3.992727583
yrneh,4.75935183
genro,4.978536775
doura,5.02061968
paddy,3.802671621
sewer,4.727200602
radio,5.18063907
duets,5.270520166
grand,4.76089456
pepos,4.638080931
rayon,5.019589092
sloan,5.513270079
cress,4.812311913
bento,4.872658214
ojime,4.195490702
stire,5.659316836
spods,4.358715519
idiom,3.597317917
tozed,4.516738598
ganch,4.266369781
ozzie,3.56766748
thana,4.144996679
gigot,3.856294472
padis,5.321548245
snebs,4.479893471
freet,4.345738427
senza,5.013923153
quoth,3.68091732
skaws,4.053938124
crims,5.001577362
goors,4.595938084
faena,4.289742399
lease,5.184500577
fasti,4.920557532
preed,4.435236117
bothy,4.143417489
dents,5.431213683
swies,4.714051212
young,4.174059333
fitts,4.145626146
rohes,5.582076495
razoo,3.863036055
gamme,4.165204356
cleft,4.352880175
shoer,5.515704643
mulse,5.06643881
medii,4.054581634
reaks,5.637592958
porin,4.946973216
caber,5.102292916
skunk,3.72934221
brawl,4.355492125
snush,4.013814099
drack,4.472319458
bravi,4.280673693
based,5.293269567
jibed,4.053734164
cymas,4.802125633
toped,4.982127033
didst,4.184964736
outro,4.04872924
horse,5.426465886
estop,4.805674087
harry,4.167620308
prate,5.411546274
inlay,4.749312548
manty,4.752940087
kippa,3.699506933
quoif,3.472540439
gonif,4.204614688
fiest,4.928023425
scare,5.637467451
cures,5.517065419
tenty,4.249572699
geese,3.891512186
stats,4.170688188
faddy,3.526686697
chemo,4.329490906
greet,4.50837167
tails,5.772679312
loath,4.99159633
oxter,4.501590289
crudy,4.26641123
choil,4.481764208
daisy,5.137622218
stand,5.199306641
tools,4.826104028
clart,5.000174248
swail,5.046635482
rumpo,4.339300399
eagle,4.522649485
abeam,3.999101073
ghees,4.497670462
choky,3.875095768
kulak,3.791498667
zills,3.9384624
laten,5.484273998
popsy,3.941143696
yoofs,3.983481402
alang,4.010768923
bully,3.484557081
ebbed,3.116310655
macks,4.772691854
lawks,4.780674684
arise,5.776521254
smoko,3.951354554
texes,4.41890959
metes,4.94514126
gorsy,4.848326468
truck,4.190592812
curst,4.870860407
citer,5.197421572
wefte,3.741178746
baels,5.593667809
loose,4.891315084
nobly,4.366994314
budas,4.937247026
twals,5.06953007
jutes,4.770910219
cylix,3.670277958
gyppy,2.306165631
hiems,5.094157821
folie,4.966585909
miaul,4.791782785
canst,5.168703978
lasts,5.025648069
yapok,4.340972538
gussy,3.673081383
claws,4.820556891
casks,4.451806774
slyer,5.382274417
pikis,4.043470303
afara,3.298368963
cacti,4.154975671
ctene,4.275778184
cuppa,3.632351398
seems,4.262252512
matin,4.959761593
tians,5.646376211
rosts,4.93915206
coded,4.216345388
malus,5.271164385
mowed,4.508204772
jaggs,3.677903085
embow,3.836054558
swots,4.336190884
lotsa,5.377661051
kaury,4.625944199
thans,5.225445394
ganof,4.379709497
opter,5.011810596
small,4.467268155
pacer,5.198103734
lehua,4.833019292
hudud,2.642439362
chaff,3.170027775
beals,5.60900725
scamp,4.627312372
digit,3.711809234
dulse,5.137789571
notal,5.089965717
drole,5.29117679
posey,5.173278229
ajuga,3.13548789
civic,2.467110922
nidal,4.891583748
yexed,3.538378781
chuck,2.917301828
girls,5.222797976
atlas,4.83244818
piety,4.801709645
psoae,5.361323629
ither,4.810535554
fumet,4.387555811
velum,4.114470893
globs,4.699365037
sudor,5.13284378
usher,4.803197731
lived,4.54316546
mealy,5.060237635
epact,4.714045211
deeps,4.658855275
tupek,4.493296889
agaze,3.667359234
civie,3.731353984
obeys,4.782440507
lanky,4.599600476
tulsi,4.951563282
drove,4.663328641
pawls,4.948819518
dicey,4.723714847
taiga,4.352459201
pules,5.382823099
biers,5.440552982
kenaf,4.544866973
atuas,4.684230851
diwan,4.514407212
wifes,4.782350729
situs,4.642326638
boats,5.405906959
totty,3.276013701
yaars,4.877413957
warks,4.967145027
clime,4.814142669
lunes,5.520356917
outdo,3.753279051
nerts,5.680005737
sadhu,4.849577946
beams,5.319719426
heats,5.610721465
ketol,4.854387914
trial,5.291380294
doxes,4.889634071
koura,4.791440775
query,3.999002443
commo,2.99150746
bangs,4.933315518
xeric,4.323147226
cadgy,4.276721959
omens,5.176108989
hulas,5.173497935
slate,5.871215373
darbs,5.297339751
ruffe,3.780004195
joins,4.713597457
dosha,4.928401588
nappa,3.37905899
reens,5.119273181
okras,5.273070648
scute,5.13511625
boney,4.861090335
forbs,4.752763409
caaed,4.638098655
peals,5.716427716
algid,4.668268247
chomp,3.848791195
limit,3.945075361
kypes,4.751248791
fonda,4.507706063
craic,4.238447436
focal,4.474428311
sarin,5.754319457
expos,4.426282181
mesel,4.738700016
bawls,4.844718031
novel,4.656482272
samba,4.331516449
janty,4.219438042
sammy,4.303344089
balmy,4.449546669
forel,5.050263632
paler,5.44749619
saith,5.418604163
satay,4.790867126
uraos,5.540743807
lower,4.953064011
trats,4.976759124
winch,3.831279148
looey,4.546527275
forts,5.134707019
fixit,2.93112365
asura,4.446819966
bawrs,4.94129025
etuis,5.223667479
horst,5.085340592
dulls,4.304117493
monad,4.875024455
hedge,3.899888734
yards,5.324085935
garum,4.590552712
perea,4.939511827
whips,4.314424769
molly,3.874054467
scuts,4.274568966
amity,4.653868327
title,4.610299272
ledes,4.990610184
bocks,4.484888983
veldt,4.408469229
greve,3.791882565
malas,4.856631869
wolfs,4.48173715
meris,5.644015704
spoke,5.021530757
poncy,4.313178704
manta,4.314086501
docus,4.893081717
flory,4.361658551
quern,4.138797487
evens,4.091187451
seyen,4.797480376
kains,5.328051428
gecko,4.249591371
jingo,3.817491113
wiels,5.190293696
soops,3.98879691
yrapt,4.733794552
bleep,4.057201063
budis,4.73542485
hykes,4.680636664
masty,4.971370024
smeke,4.330827826
alant,4.402015971
stane,5.692863116
skats,4.581254422
oncer,4.953445701
droke,4.930417173
macle,5.098446721
brere,3.696327064
cepes,4.716410908
fract,4.520078963
ethal,4.741488438
cowps,4.466441115
nomes,5.491448384
lehrs,5.343544027
toran,5.370615293
trigo,4.767675701
khats,4.906108715
gulpy,3.971153279
stoas,4.97671001
xebec,3.316426641
veles,4.604719411
strum,4.794823332
rhone,5.064448682
tilts,4.687742375
sonly,5.163646791
leeze,3.287422442
zitis,3.88872531
boked,4.519771166
slogs,4.496304891
radii,4.411948381
boose,4.571591847
klick,3.417448451
glazy,3.878779299
fatwa,3.543337237
draps,5.287946716
sarks,4.892174141
lifes,5.263514331
fasci,4.645459847
rafts,5.235536076
wadts,4.981841541
hauns,5.179293624
malts,5.438982755
shunt,4.748743316
washy,4.382396486
roids,5.465292081
zabra,3.608453317
nowts,4.854312824
motus,5.040936702
celom,4.78530927
weave,3.879697444
whort,4.295849106
oidia,4.173977747
subah,4.738221974
beady,4.76745985
shalt,5.235885105
scapi,4.924190264
haick,4.348401911
wring,4.106664854
mumms,3.195587707
dhaks,4.755189442
sigla,5.219738416
arras,4.393138017
mifty,3.997463062
aspro,4.978621615
genie,4.461512047
gerle,4.580162036
soils,5.005655944
accas,3.764968139
eards,5.745698051
ichor,4.305684726
annal,3.595851791
rojis,4.829974664
sweat,5.238376375
scudo,4.642129673
feuds,4.815580332
hosts,4.544550689
howff,2.781410609
ginge,4.08966458
rhody,4.410823298
ferns,5.24865205
rheme,4.154281695
duded,3.292519073
gompa,4.359352924
mauls,5.301127601
hippo,3.598722882
gulfy,3.71500266
rowdy,4.24790481
septa,5.530653825
cimex,4.10440332
ehing,4.310537908
swans,4.446393609
doily,4.78414468
rigol,4.749230767
pelas,5.709644321
roums,5.15317656
rurps,4.342710424
madre,5.264854394
cozey,4.256276397
dully,3.67346358
hajji,3.151668823
akita,4.098838005
yorps,5.057154954
place,5.013645957
idyll,3.493905071
naiks,5.283525291
skene,4.52392023
defis,5.029032238
bilks,4.721247473
bowes,5.016290312
gismo,4.607601316
viewy,3.851964094
ditts,4.485669577
gadis,5.220826621
makis,5.111012857
clips,4.889740113
arsis,5.110936742
khuds,4.292425995
navar,4.012842025
stets,4.127029709
frail,4.796964275
sengi,5.18342175
croci,4.011492717
ummas,4.221746119
firry,3.702481129
yales,5.730147795
gulph,3.856967267
flyer,4.525004074
waxen,4.261218304
dingy,4.224019409
fichu,3.589749879
hairy,4.918796869
blite,4.98302855
adsum,4.532034086
tonks,5.063870614
water,5.164161177
gawps,4.567865627
fayer,4.891402822
coyau,4.509059417
ricin,3.971555425
skiey,5.075303197
brool,4.043891575
enarm,4.950093626
umami,3.723014209
wanky,4.136870596
legal,4.319439672
peats,5.697278467
brier,4.400078016
vista,4.759434582
sissy,3.689300399
doxed,3.666961093
heles,4.919802693
icier,4.270979679
waide,4.971020165
debts,5.106196044
irone,5.308533073
overt,4.550291065
eevns,4.274042979
sheel,4.752211504
rioja,4.537275569
aspic,4.602779278
pyots,4.905086283
proas,5.563086401
aflaj,3.136769486
faint,4.767106885
prism,4.734330546
igged,3.773642535
crest,5.194699954
light,4.246314592
sorbs,4.688071651
roven,4.814779544
maare,4.873563075
tanto,4.481410248
spuds,4.090659201
odist,4.855521165
pusle,5.089073164
magic,4.380700675
swizz,3.123337152
huers,5.228131859
queyn,3.723130208
tweer,4.26595242
shiur,4.950336527
haole,5.333715569
mutha,4.350227285
sowps,4.13366251
birls,5.221314447
simas,4.85864024
noisy,4.97465447
abled,4.90554294
ideas,5.444956803
pocky,3.96495184
lalls,4.102445351
fired,4.862603417
homer,4.937755266
swabs,4.115625063
clash,4.783702754
synch,4.306625597
quass,3.962434669
doilt,4.980891633
frosh,4.483221282
triol,5.116316666
befog,4.036986335
gaths,4.965209157
bibbs,3.261067382
pawas,4.348739497
gutty,3.461874415
kerbs,5.055792836
aught,4.266311558
paved,4.567333441
slurs,4.654942005
ulzie,4.317669069
years,5.694168022
oints,5.360328702
batta,3.514819462
rexes,4.503049483
japes,4.980642522
vinal,4.526653187
surra,4.758240902
hythe,3.735147575
gusli,4.606912354
libel,4.213344221
hakea,4.254693645
chafe,4.433260032
flawy,3.909651411
teaze,4.280199672
phyla,4.276627577
apert,5.138309528
jougs,4.19969189
thema,4.745925961
acrid,4.890894277
haoma,4.12149528
taish,5.226492443
blued,4.618987745
ready,5.193175667
palla,3.641743216
cezve,3.135276046
basho,4.765172205
crocs,4.468478008
goary,4.88598427
keets,4.707060874
hours,5.130982632
kiths,4.656220357
kesar,5.401707292
perry,4.218536225
reply,4.814202686
conge,4.777560662
dunno,3.832230629
doggy,3.493473272
napas,4.701594828
glove,4.352295418
crook,3.815605139
graff,3.515523827
gyron,4.439523061
ranks,5.336984155
sieur,5.497698271
brule,4.862883257
preop,4.228668622
thymi,3.978385407
brack,4.281968341
dirke,4.974070652
spawl,4.661923581
salty,5.420046451
sager,5.694507352
wools,4.334814657
grips,4.905898236
oorie,4.836323484
soole,5.103357648
sophs,4.306325621
lasso,4.705485074
hauds,5.04075253
jirre,3.990695135
motte,4.409489961
iotas,5.582965118
speug,4.623572514
hosed,5.146898377
nying,3.394299903
buffy,2.779666012
tubed,4.612771693
capul,4.547945583
garms,5.227478276
gourd,4.556911883
bunns,4.031006589
fenks,4.729078089
anime,5.111428528
revie,4.275944275
gwine,4.399422494
cagot,4.703061906
anent,4.457063283
mossy,4.06098122
leuds,5.306437278
unapt,4.540529813
broke,4.75983051
favas,3.951911765
eosin,5.322318374
camps,4.914295141
naggy,3.717600138
shoes,4.946742811
tryps,4.841933647
buran,4.772408271
snift,4.700823322
osier,5.449246507
treif,4.8013495
bawty,4.204072231
resee,4.362638249
slang,5.059571451
laked,5.009886424
besti,5.065551551
crogs,4.959406078
naams,4.706796722
mayor,4.874455951
mower,4.750861407
owner,4.773505939
cruds,4.877223321
nonny,3.149808473
scudi,4.572022944
bialy,4.734989137
norks,5.138278501
devis,4.924466712
whiff,2.704534798
crick,3.599104346
table,5.241468593
tired,5.363688778
monte,5.125334471
dahls,5.158590141
lairs,5.820600369
kiers,5.39489016
vinic,3.231957636
leaps,5.654035943
wrest,4.934353557
baser,5.542925301
sypes,4.572246873
mekka,3.921438947
barer,4.695978817
morat,5.206421567
dunsh,4.441484256
batch,4.270600038
taggy,3.832699649
ample,4.852413767
loamy,4.821748163
unlid,4.46542412
kabar,4.027872313
sidhe,5.168362925
youse,5.091078994
soldi,5.230747578
monal,4.952746114
slums,4.312793027
atilt,4.332835297
madam,3.340563161
sault,5.490426527
wersh,4.767497575
offer,3.869086401
hillo,3.977551482
clach,3.730959964
bomas,5.119899664
biked,4.458280112
whirr,3.53919072
confs,4.687416296
ditty,3.86335777
belle,3.696238559
yupon,4.20598796
dobes,5.325689925
piend,4.812436985
snore,5.674663491
beige,4.160537068
award,3.945026989
renin,4.556981595
amine,5.122741959
odals,5.303498001
dozes,4.941274754
garth,4.766238366
punty,4.278411095
rajas,4.378210594
stray,5.339707698
grees,4.926448726
arcos,5.446624057
crags,5.129060241
hoyas,5.105045462
slaws,4.484153661
liart,5.3304618
smews,4.143175092
toged,4.902493939
qubit,3.551559696
wanks,4.769207488
pours,5.213918913
umphs,4.150700478
idees,4.78510341
fiche,4.208757209
refit,4.857626969
japed,4.373640979
slack,4.855457708
holla,4.19318368
erugo,4.650321201
villi,2.808217488
flued,4.444661288
yucko,3.850787779
trigs,5.153074758
swire,5.254703517
borms,5.027570993
cumec,3.791659729
tanga,4.212644687
nukes,5.066322815
axils,4.816287352
arked,5.031830556
paven,4.675989037
troad,5.235317811
cooze,3.755839621
beryl,4.697374937
diact,4.849427993
leirs,5.815291576
whorl,4.233166442
socko,4.056078863
grody,4.414737314
asset,4.82267739
hoghs,3.930634964
skyfs,3.452430468
smell,4.432433054
stove,4.930517291
obias,5.171902116
otaku,4.390854029
daric,5.0072537
gorms,5.033502297
loges,5.493600939
simar,5.460559174
puggy,3.105431414
sorts,5.068436813
frith,4.266639914
ledum,4.523243045
konbu,4.020012521
toppy,3.736116405
abray,4.04278362
varna,4.095370298
elogy,4.552488561
bokeh,4.382682511
cahow,4.147433616
lyric,4.463272763
campi,4.45517692
sacra,4.821234394
mohur,4.380238003
slugs,4.236664589
hewer,4.050787789
about,4.546585568
pudsy,4.304602943
cocky,3.384555879
kanga,3.831721934
hated,5.093955402
tawed,4.935457837
bajus,4.366370418
becke,3.763858443
snail,5.451891703
hames,5.472996984
salts,5.121417744
abbed,4.024121236
prunt,4.557010297
coxed,4.244469401
cadre,5.289596435
colic,4.002921279
cages,5.448376624
milky,4.169963179
caged,4.857674698
fitly,4.248103428
mongs,4.830904015
laids,5.561469473
avyze,3.729022763
chaco,3.763460023
pixie,3.570140889
kudus,3.76359604
ports,5.404764536
moral,5.136561779
coyer,4.998787268
prent,4.953965497
bonze,4.29397587
douse,5.247484464
sotol,4.691711645
guest,4.857432158
oaves,5.319671982
quoit,4.018254967
friar,4.126446795
nonce,4.291693611
scabs,4.316516135
groat,5.035142435
wisps,4.029404602
dwile,4.651262752
rabbi,4.071263871
lions,5.454418244
pipul,3.693851595
awave,3.663336061
imbar,4.50022368
briss,4.540938989
funks,4.266573321
homey,4.657980721
foule,4.738456788
bijou,3.647978087
ebbet,3.291344368
stied,5.423952484
dusts,4.396859076
broos,4.52913666
winks,4.496331823
proto,4.157842046
fouet,4.773378742
decoy,4.647969029
topes,5.590928566
laced,5.162814289
dwine,4.585994501
otary,4.937187668
argan,4.196573092
gemel,4.186559803
wolds,4.815824269
bubby,2.387412744
hasta,4.504978158
repel,4.560496062
odyle,4.66219698
capex,4.332172004
eisel,4.850157123
rorty,4.276007139
mened,4.343190946
durum,3.600307004
cital,4.952517668
beats,5.589619587
rends,5.479414231
snout,5.088551896
prone,5.173608327
pilaw,4.493568995
farro,4.16874918
murry,3.73386455
platy,4.726964169
potto,3.339752918
fazes,4.789979635
coeds,5.298080622
trump,4.255845333
ascot,4.935246942
dwams,4.63460355
edema,4.025381837
podge,4.619734765
sitka,5.164042007
cooch,2.973831137
wetly,4.505416798
charm,4.408025758
movie,4.567563026
zoris,4.948943481
yuppy,2.535806985
prana,4.332728087
larch,4.764677363
bluey,4.590761575
thewy,4.081117542
picra,4.801386354
mochs,4.610531353
gages,4.846846489
caved,4.57821903
adieu,4.965656635
knelt,4.612415683
demes,4.781263028
algal,3.32873945
marle,5.497879195
getup,4.371573067
lezza,3.736828576
bones,5.494211997
porny,4.725843597
joint,4.282480606
bight,3.927513126
cored,5.207299337
flags,4.722949506
snary,5.284898412
agave,3.766965552
caput,4.572718836
qorma,4.236221783
imaum,3.683289798
elven,3.851069385
pored,5.199797043
sneed,4.782801282
namer,5.300325878
wases,4.929368736
janes,5.216590741
taped,5.156172775
mules,5.370953901
nappy,3.814375608
indie,4.137836606
primp,3.678392088
kheda,4.455181189
fuses,4.468717571
bemas,5.32146381
decan,4.996548052
tikes,5.39562867
ceili,4.281748943
huger,4.566683133
gully,3.491657337
moira,5.143795752
filum,3.994698468
weeke,3.182904927
segar,5.592795463
heels,4.792574773
sadis,4.993840164
blank,4.348989415
ollas,4.809028594
glyph,3.651333592
rozet,4.790933324
slots,4.844994747
rudas,5.365793145
grans,5.304302299
niffs,3.864638914
disco,4.786398841
fifer,4.028782672
boomy,3.571363705
padma,3.904697997
sopor,4.572434366
pocks,4.590561877
crues,5.465371124
dobra,4.833549278
pawaw,2.982977542
odder,4.229491372
cakes,5.398280109
wadge,4.553010445
heave,4.064086041
paise,5.60302434
durzi,3.999144875
sorer,5.218875024
dishy,4.445507144
hwyls,4.159546825
yetis,5.35774723
cotan,4.961710248
camus,5.021526637
decko,4.430894283
hypes,4.813763885
girsh,4.687842629
stend,5.146701187
flied,4.683336878
ficos,4.715468211
amice,4.925541136
conne,4.373977295
edify,4.080623445
arrow,4.068872316
summa,4.236053765
steep,4.662897056
sadza,4.03845049
wared,5.11038625
misos,4.635033523
gotta,4.149378557
shent,5.128540127
limba,4.520139114
feted,4.082861333
koras,5.498887941
daggy,3.688160122
whift,3.622313579
flays,4.74231283
rebop,4.69528713
sighs,4.147797616
lycea,4.924586221
yitie,4.272981967
stout,4.327128821
pepsi,4.322922859
mewed,3.877971633
prowl,4.288373322
carpi,4.892469777
kerky,3.925044354
vives,4.241916643
hurls,5.014621108
scurf,4.339510306
floor,3.870643472
baghs,4.638641458
herry,4.13668374
poupt,3.829823503
jibba,3.152794861
bider,4.91394758
poori,4.230251228
blowy,3.910508802
kaiak,3.497889787
their,4.996194867
pulus,4.122005395
canoe,5.346157677
jails,4.987336716
clame,5.00340622
cynic,3.504583343
aware,4.417921088
fonts,4.935090469
hives,4.853527248
dekko,3.821305452
navvy,3.374976542
cirri,3.384215738
recto,5.073996449
twerk,4.307108736
belon,4.883993222
kibbi,2.544996751
puree,4.620947689
drear,4.617066681
amber,4.873316455
prime,4.935169598
azide,4.544628532
cheap,4.527467157
rodes,5.727985157
ofays,4.652999236
yaffs,3.936064853
kauru,3.912814411
reses,4.676645644
odahs,4.952117759
helio,4.988997811
daffy,3.469014946
tetra,4.793960836
docks,4.663570758
varas,4.61890445
plums,4.64125628
viold,4.362626198
slopy,4.887349233
galop,4.668466593
gleet,4.367607235
kukus,3.07999093
zones,5.08578012
apays,4.281987221
gramp,4.351683777
funny,3.228620695
vaped,4.530605941
rabic,4.716076497
fifes,4.388286852
octyl,4.192976619
drank,4.682599391
lacet,5.335863544
kecks,4.113262412
slebs,4.59588694
words,4.95729734
exurb,3.732879856
evhoe,3.532278664
tamed,5.172910764
spard,5.166315039
blogs,4.725328423
orlon,4.172923777
grama,4.013441466
souce,5.333996327
koppa,3.741788166
lerps,5.506731552
quits,4.383555689
drest,5.246977418
suras,5.049122338
ilium,3.591004923
intis,4.371724213
aruhe,5.048154059
cleik,4.573435319
tutty,2.979550383
taira,4.812042179
heals,5.630081736
diazo,4.341217894
dipso,4.781524226
duett,4.12014562
prahu,4.463601583
cides,5.361554909
haufs,4.706115336
solas,5.165824756
karoo,4.304528029
islet,5.297775808
unsex,4.332740065
kembs,4.622122211
mothy,4.234851233
redon,5.098333743
hurst,4.79205059
muzzy,2.622147303
quirk,3.660213531
scrob,4.760796184
tusks,4.188725044
spare,5.652533738
video,4.549367113
medal,5.022482222
gault,4.769201407
gonof,3.463603353
pungs,4.547145594
smerk,4.881134042
beaux,4.167788501
almug,4.263903061
boart,5.083026976
lynes,5.331459578
stoae,5.770918828
gumma,3.523786106
acros,5.423820812
extra,4.471000487
grisy,4.704503475
gains,5.368210606
gilly,3.715832519
levin,4.562672367
mixen,4.267766512
krubi,4.076273556
youks,4.642231607
mucho,3.921223883
oucht,4.131365904
float,4.712635419
smore,5.494184617
froth,4.301558713
vatus,4.849232362
wecht,4.106864241
serac,5.720866977
surer,4.938542828
bisom,4.626443538
audad,3.433494943
khafs,4.384810053
boyfs,4.319663502
audit,4.822792527
sposh,4.090342283
casts,4.826102937
cully,3.601939124
noggs,4.15525403
grids,4.986412521
pogge,3.965225864
tozes,5.119078103
fards,5.140004453
sower,5.359444606
tolar,5.383165692
fawns,4.61762556
verso,4.969912034
blaff,3.365405947
felon,4.713436986
spiel,5.419438091
fakes,5.127804805
props,4.464835423
fined,4.658224682
unzip,3.526142752
lying,4.195814463
scops,4.275197856
moted,4.982344674
crock,3.636724487
piker,4.810008742
wrier,4.2374328
mange,4.947675054
weens,4.556798343
battu,3.903431273
eidos,5.388427868
neifs,5.109634294
mayos,5.178976262
bonds,4.912558699
rowts,5.054729471
skosh,3.962088544
vinas,5.004531946
scary,5.088861292
crape,5.146253089
prude,4.7929596
decad,4.270959981
chirl,4.452674218
cutie,4.924878453
koker,4.241002445
cocco,2.334482648
fuzil,3.550347779
split,5.029897062
ninja,3.520765402
chook,3.365133581
fangs,4.766667453
bonny,3.698998072
spazz,3.542205028
beaty,4.956428694
acari,4.260991349
dagos,5.211695642
grebe,4.059949315
cited,4.940962884
chich,2.662964569
keeps,4.44840395
glint,4.523274415
alapa,3.489654489
burds,4.820540129
cozed,4.295467023
seles,4.675252321
yippy,2.759390697
joker,4.309763272
zayin,4.206222061
fines,5.258227368
lacer,5.381247504
vices,4.904727386
burrs,4.279691025
stung,4.522164111
roary,4.479132063
dells,4.759247563
rooks,4.537841392
gasps,4.457311015
nival,4.449594794
shrug,4.542611433
beaky,4.573363817
grize,4.366760758
axels,4.968011975
abash,3.945583785
thelf,4.278414854
weals,5.453754717
dribs,4.97783879
iambs,4.963551586
dawds,4.186993371
douts,5.178531443
copal,4.75084022
absit,4.928516187
mopsy,4.50730287
altos,5.550106304
barde,5.235728736
tweak,4.470731361
crwth,3.920775673
rebec,4.219224319
clots,5.183700755
joked,4.063668019
bells,4.59424739
octan,4.701268142
abide,4.879886825
sylis,4.527120081
jotas,4.901755992
owrie,4.90402913
huffs,3.456073961
lozen,4.595354312
teams,5.658345459
since,5.400301376
azans,4.110225452
murky,4.086956802
lungi,4.300775902
dured,4.341880216
canna,3.575156877
zooms,3.806150115
wayed,4.662284658
lymes,5.128535939
leaze,4.262469878
plonk,4.28384528
autos,5.419144951
voles,5.260232249
urent,4.959146015
luser,5.377068771
runic,4.546335167
skrik,4.160999493
stoss,3.864126316
rebbe,3.615127406
luges,5.218698549
sweet,4.569764988
trayf,4.440226006
slick,4.657742347
sully,4.184495671
natal,4.459904421
scoup,4.572622584
again,4.068638993
ghazi,3.747200086
bouns,4.953091026
rebut,4.763052276
breme,4.156536996
umrah,4.467236432
saheb,5.216127545
spiky,4.426483719
mungs,4.535429368
causa,4.435166305
scaly,5.003761248
sylph,4.397931261
vibey,4.160509116
frizz,2.892627743
payed,4.925485544
lotic,4.736943552
barge,5.075520059
ollav,3.710584011
resin,5.481531172
teeth,3.633549243
banya,3.923544811
smash,4.257568146
hilly,3.739205614
pyros,5.030058751
urped,4.732288569
trash,5.157114004
marcs,5.321336643
aptly,4.564850445
thigs,4.721442707
hoxed,4.159534791
stash,4.433398071
rubli,4.444717779
kudos,4.711439912
birle,5.166707006
solar,5.741949065
libri,3.873062069
scaws,4.169657062
picot,4.559571591
ympes,4.800151104
nutty,3.685362065
sayon,5.28901929
chuff,2.737072256
maids,5.335051985
amiss,4.672427509
ybore,4.751888074
unwon,3.277321143
style,5.159353383
whiny,3.882502707
abhor,4.455553661
